civicgit_api  | INFO:     Will watch for changes in these directories: ['/app']
civicgit_api  |     return self._exec_single_context(
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1988, in _exec_single_context
civicgit_api  |     self._handle_dbapi_exception(
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 2343, in _handle_dbapi_exception
civicgit_api  |     raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1969, in _exec_single_context
civicgit_api  |     self.dialect.do_execute(
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 922, in do_execute
civicgit_api  |     cursor.execute(statement, parameters)
civicgit_api  | sqlalchemy.exc.DataError: (psycopg2.errors.InvalidTextRepresentation) invalid input value for enum repositoryvisibility: "AFFILIATES_ONLY"
civicgit_api  | LINE 3: ...isibility = 'PUBLIC' OR repositories.visibility = 'AFFILIATE...
civicgit_api  |                                                              ^
civicgit_api  | 
civicgit_api  | [SQL: SELECT repositories.id AS repositories_id, repositories.name AS repositories_name, repositories.slug AS repositories_slug, repositories.description AS repositories_description, repositories.is_fork AS repositories_is_fork, repositories.forked_from_id AS repositories_forked_from_id, repositories.type AS repositories_type, repositories.visibility AS repositories_visibility, repositories.jurisdiction_name AS repositories_jurisdiction_name, repositories.jurisdiction_type AS repositories_jurisdiction_type, repositories.quorum_percentage AS repositories_quorum_percentage, repositories.voting_period_days AS repositories_voting_period_days, repositories.min_signatures_for_voting AS repositories_min_signatures_for_voting, repositories.allow_public_proposals AS repositories_allow_public_proposals, repositories.allow_public_voting AS repositories_allow_public_voting, repositories.require_verification_for_voting AS repositories_require_verification_for_voting, repositories.is_active AS repositories_is_active, repositories.is_archived AS repositories_is_archived, repositories.created_at AS repositories_created_at, repositories.updated_at AS repositories_updated_at, repositories.proposals_count AS repositories_proposals_count, repositories.issues_count AS repositories_issues_count, repositories.contributors_count AS repositories_contributors_count 
civicgit_api  | FROM repositories 
civicgit_api  | WHERE repositories.is_active IS true AND (repositories.visibility = %(visibility_1)s OR repositories.visibility = %(visibility_2)s) ORDER BY repositories.created_at DESC]
civicgit_api  | [parameters: {'visibility_1': 'PUBLIC', 'visibility_2': 'AFFILIATES_ONLY'}]
civicgit_api  | (Background on this error at: https://sqlalche.me/e/20/9h9h)
civicgit_api  | INFO:     172.19.0.1:50136 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50136 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50136 - "GET /api/v1/proposals HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:50136 - "GET /api/v1/proposals HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:50158 - "GET /api/v1/proposals/ HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50136 - "GET /api/v1/proposals/ HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50136 - "OPTIONS /api/v1/voting/sessions/active HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50158 - "OPTIONS /api/v1/proposals?status=discussion HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50158 - "GET /api/v1/proposals?status=discussion HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:50174 - "OPTIONS /api/v1/proposals?status=threshold_reached HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50158 - "GET /api/v1/proposals?status=discussion HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:50174 - "GET /api/v1/proposals?status=threshold_reached HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:50180 - "OPTIONS /api/v1/proposals?status=awaiting_review HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50174 - "GET /api/v1/proposals?status=threshold_reached HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:50180 - "OPTIONS /api/v1/proposals/?status=discussion HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50158 - "GET /api/v1/proposals?status=awaiting_review HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:50182 - "OPTIONS /api/v1/proposals/?status=discussion HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50184 - "OPTIONS /api/v1/proposals?status=awaiting_review HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50174 - "OPTIONS /api/v1/proposals/?status=threshold_reached HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50158 - "GET /api/v1/proposals?status=awaiting_review HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:50182 - "OPTIONS /api/v1/proposals/?status=awaiting_review HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50158 - "OPTIONS /api/v1/proposals/?status=awaiting_review HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50174 - "GET /api/v1/proposals/?status=discussion HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50184 - "GET /api/v1/proposals/?status=threshold_reached HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50182 - "GET /api/v1/proposals/?status=awaiting_review HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50174 - "GET /api/v1/proposals/?status=discussion HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50136 - "GET /api/v1/voting/sessions/active HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50182 - "GET /api/v1/proposals/?status=awaiting_review HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50184 - "GET /api/v1/proposals/?status=threshold_reached HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50136 - "GET /api/v1/voting/sessions/active HTTP/1.1" 200 OK
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/models/user.py'. Reloading...
civicgit_api  | INFO:     Shutting down
civicgit_api  | INFO:     Waiting for application shutdown.
civicgit_api  | 2025-11-24 18:54:00,029 - civicgit - INFO - Encerrando CivicGit Backend...
civicgit_api  | INFO:     Application shutdown complete.
civicgit_api  | INFO:     Finished server process [59]
civicgit_api  | Process SpawnProcess-11:
civicgit_api  | Traceback (most recent call last):
civicgit_api  |   File "/usr/local/lib/python3.11/multiprocessing/process.py", line 314, in _bootstrap
civicgit_api  |     self.run()
civicgit_api  |   File "/usr/local/lib/python3.11/multiprocessing/process.py", line 108, in run
civicgit_api  |     self._target(*self._args, **self._kwargs)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/_subprocess.py", line 76, in subprocess_started
civicgit_api  |     target(sockets=sockets)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 61, in run
civicgit_api  |     return asyncio.run(self.serve(sockets=sockets))
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/asyncio/runners.py", line 190, in run
civicgit_api  |     return runner.run(main)
civicgit_api  |            ^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/asyncio/runners.py", line 118, in run
civicgit_api  |     return self._loop.run_until_complete(task)
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "uvloop/loop.pyx", line 1518, in uvloop.loop.Loop.run_until_complete
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 68, in serve
civicgit_api  |     config.load()
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/config.py", line 467, in load
civicgit_api  |     self.loaded_app = import_from_string(self.app)
civicgit_api  |                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 24, in import_from_string
civicgit_api  |     raise exc from None
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 21, in import_from_string
civicgit_api  |     module = importlib.import_module(module_str)
civicgit_api  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/importlib/__init__.py", line 126, in import_module
civicgit_api  |     return _bootstrap._gcd_import(name[level:], package, level)
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
civicgit_api  |   File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
civicgit_api  |   File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked
civicgit_api  |   File "<frozen importlib._bootstrap>", line 690, in _load_unlocked
civicgit_api  |   File "<frozen importlib._bootstrap_external>", line 940, in exec_module
civicgit_api  |   File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed
civicgit_api  |   File "/app/app/main.py", line 9, in <module>
civicgit_api  |     from app.api.v1.router import api_router
civicgit_api  |   File "/app/app/api/v1/router.py", line 6, in <module>
civicgit_api  |     from app.api.v1.endpoints import auth
civicgit_api  |   File "/app/app/api/v1/endpoints/auth.py", line 9, in <module>
civicgit_api  |     from app.api import deps
civicgit_api  |   File "/app/app/api/deps.py", line 7, in <module>
civicgit_api  |     from app.models.user import User
civicgit_api  |   File "/app/app/models/__init__.py", line 1, in <module>
civicgit_api  |     from app.models.user import User
civicgit_api  | ModuleNotFoundError: No module named 'app.models.user'
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/models/user.py'. Reloading...
civicgit_api  | INFO:     Started server process [88]
civicgit_api  | INFO:     Waiting for application startup.
civicgit_api  | 2025-11-24 18:54:19,136 - civicgit - INFO - Iniciando CivicGit Backend...
civicgit_api  | 2025-11-24 18:54:19,184 - civicgit - INFO - Tabelas do banco de dados criadas com sucesso!
civicgit_api  | INFO:     Application startup complete.
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/api/deps.py'. Reloading...
civicgit_api  | INFO:     Shutting down
civicgit_api  | 2025-11-24 18:54:47,378 - civicgit - INFO - Encerrando CivicGit Backend...
civicgit_api  | INFO:     Waiting for application shutdown.
civicgit_api  | INFO:     Application shutdown complete.
civicgit_api  | INFO:     Finished server process [88]
civicgit_api  | Process SpawnProcess-13:
civicgit_api  | Traceback (most recent call last):
civicgit_api  |   File "/usr/local/lib/python3.11/multiprocessing/process.py", line 314, in _bootstrap
civicgit_api  |     self.run()
civicgit_api  |   File "/usr/local/lib/python3.11/multiprocessing/process.py", line 108, in run
civicgit_api  |     self._target(*self._args, **self._kwargs)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/_subprocess.py", line 76, in subprocess_started
civicgit_api  |     target(sockets=sockets)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 61, in run
civicgit_api  |     return asyncio.run(self.serve(sockets=sockets))
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/asyncio/runners.py", line 190, in run
civicgit_api  |     return runner.run(main)
civicgit_api  |            ^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/asyncio/runners.py", line 118, in run
civicgit_api  |     return self._loop.run_until_complete(task)
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "uvloop/loop.pyx", line 1518, in uvloop.loop.Loop.run_until_complete
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 68, in serve
civicgit_api  |     config.load()
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/config.py", line 467, in load
civicgit_api  |     self.loaded_app = import_from_string(self.app)
civicgit_api  |                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 21, in import_from_string
civicgit_api  |     module = importlib.import_module(module_str)
civicgit_api  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/importlib/__init__.py", line 126, in import_module
civicgit_api  |     return _bootstrap._gcd_import(name[level:], package, level)
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
civicgit_api  |   File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
civicgit_api  |   File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked
civicgit_api  |   File "<frozen importlib._bootstrap>", line 690, in _load_unlocked
civicgit_api  |   File "<frozen importlib._bootstrap_external>", line 940, in exec_module
civicgit_api  |   File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed
civicgit_api  |   File "/app/app/main.py", line 9, in <module>
civicgit_api  |     from app.api.v1.router import api_router
civicgit_api  |   File "/app/app/api/v1/router.py", line 6, in <module>
civicgit_api  |     from app.api.v1.endpoints import auth
civicgit_api  |   File "/app/app/api/v1/endpoints/auth.py", line 9, in <module>
civicgit_api  |     from app.api import deps
civicgit_api  | ImportError: cannot import name 'deps' from 'app.api' (/app/app/api/__init__.py)
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/api/deps.py'. Reloading...
civicgit_api  | INFO:     Started server process [90]
civicgit_api  | INFO:     Waiting for application startup.
civicgit_api  | 2025-11-24 18:56:06,095 - civicgit - INFO - Iniciando CivicGit Backend...
civicgit_api  | 2025-11-24 18:56:06,215 - civicgit - INFO - Tabelas do banco de dados criadas com sucesso!
civicgit_api  | INFO:     Application startup complete.
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/api/v1/endpoints/repositories.py'. Reloading...
civicgit_api  | INFO:     Shutting down
civicgit_api  | INFO:     Waiting for application shutdown.
civicgit_api  | 2025-11-24 18:57:38,800 - civicgit - INFO - Encerrando CivicGit Backend...
civicgit_api  | INFO:     Application shutdown complete.
civicgit_api  | INFO:     Finished server process [90]
civicgit_api  | Optional router 'app.api.v1.endpoints.repositories' not loaded: No module named 'app.api.v1.endpoints.repositories'
civicgit_api  | INFO:     Started server process [91]
civicgit_api  | INFO:     Waiting for application startup.
civicgit_api  | 2025-11-24 18:57:41,019 - civicgit - INFO - Iniciando CivicGit Backend...
civicgit_api  | 2025-11-24 18:57:41,064 - civicgit - INFO - Tabelas do banco de dados criadas com sucesso!
civicgit_api  | INFO:     Application startup complete.
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/api/v1/endpoints/repositories.py'. Reloading...
civicgit_api  | INFO:     Shutting down
civicgit_api  | INFO:     Waiting for application shutdown.
civicgit_api  | 2025-11-24 18:59:05,718 - civicgit - INFO - Encerrando CivicGit Backend...
civicgit_api  | INFO:     Application shutdown complete.
civicgit_api  | INFO:     Finished server process [91]
civicgit_api  | INFO:     Started server process [92]
civicgit_api  | INFO:     Waiting for application startup.
civicgit_api  | 2025-11-24 18:59:08,209 - civicgit - INFO - Iniciando CivicGit Backend...
civicgit_api  | 2025-11-24 18:59:08,277 - civicgit - INFO - Tabelas do banco de dados criadas com sucesso!
civicgit_api  | INFO:     Application startup complete.
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/api/v1/endpoints/proposals.py'. Reloading...
civicgit_api  | INFO:     Shutting down
civicgit_api  | INFO:     Waiting for application shutdown.
civicgit_api  | 2025-11-24 18:59:13,694 - civicgit - INFO - Encerrando CivicGit Backend...
civicgit_api  | INFO:     Application shutdown complete.
civicgit_api  | INFO:     Finished server process [92]
civicgit_api  | Optional router 'app.api.v1.endpoints.proposals' not loaded: No module named 'app.api.v1.endpoints.proposals'
civicgit_api  | INFO:     Started server process [93]
civicgit_api  | INFO:     Waiting for application startup.
civicgit_api  | 2025-11-24 18:59:15,369 - civicgit - INFO - Iniciando CivicGit Backend...
civicgit_api  | 2025-11-24 18:59:15,412 - civicgit - INFO - Tabelas do banco de dados criadas com sucesso!
civicgit_api  | INFO:     Application startup complete.
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/api/v1/endpoints/proposals.py'. Reloading...
civicgit_api  | INFO:     Shutting down
civicgit_api  | INFO:     Waiting for application shutdown.
civicgit_api  | 2025-11-24 18:59:33,059 - civicgit - INFO - Encerrando CivicGit Backend...
civicgit_api  | INFO:     Application shutdown complete.
civicgit_api  | INFO:     Finished server process [93]
civicgit_api  | INFO:     Started server process [94]
civicgit_api  | INFO:     Waiting for application startup.
civicgit_api  | 2025-11-24 18:59:34,936 - civicgit - INFO - Iniciando CivicGit Backend...
civicgit_api  | 2025-11-24 18:59:34,983 - civicgit - INFO - Tabelas do banco de dados criadas com sucesso!
civicgit_api  | INFO:     Application startup complete.
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/api/v1/endpoints/issues.py'. Reloading...
civicgit_api  | INFO:     Shutting down
civicgit_api  | INFO:     Waiting for application shutdown.
civicgit_api  | 2025-11-24 18:59:42,305 - civicgit - INFO - Encerrando CivicGit Backend...
civicgit_api  | INFO:     Application shutdown complete.
civicgit_api  | INFO:     Finished server process [94]
civicgit_api  | Optional router 'app.api.v1.endpoints.issues' not loaded: No module named 'app.api.v1.endpoints.issues'
civicgit_api  | INFO:     Started server process [95]
civicgit_api  | INFO:     Waiting for application startup.
civicgit_api  | 2025-11-24 18:59:44,015 - civicgit - INFO - Iniciando CivicGit Backend...
civicgit_api  | 2025-11-24 18:59:44,058 - civicgit - INFO - Tabelas do banco de dados criadas com sucesso!
civicgit_api  | INFO:     Application startup complete.
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/api/v1/endpoints/issues.py'. Reloading...
civicgit_api  | INFO:     Shutting down
civicgit_api  | 2025-11-24 19:00:11,237 - civicgit - INFO - Encerrando CivicGit Backend...
civicgit_api  | INFO:     Waiting for application shutdown.
civicgit_api  | INFO:     Application shutdown complete.
civicgit_api  | INFO:     Finished server process [95]
civicgit_api  | INFO:     Started server process [96]
civicgit_api  | INFO:     Waiting for application startup.
civicgit_api  | 2025-11-24 19:00:13,009 - civicgit - INFO - Iniciando CivicGit Backend...
civicgit_api  | 2025-11-24 19:00:13,058 - civicgit - INFO - Tabelas do banco de dados criadas com sucesso!
civicgit_api  | INFO:     Application startup complete.
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/api/deps.py'. Reloading...
civicgit_api  | INFO:     Shutting down
civicgit_api  | INFO:     Waiting for application shutdown.
civicgit_api  | 2025-11-24 19:01:01,414 - civicgit - INFO - Encerrando CivicGit Backend...
civicgit_api  | INFO:     Application shutdown complete.
civicgit_api  | INFO:     Finished server process [96]
civicgit_api  | INFO:     Started server process [97]
civicgit_api  | INFO:     Waiting for application startup.
civicgit_api  | 2025-11-24 19:01:03,272 - civicgit - INFO - Iniciando CivicGit Backend...
civicgit_api  | 2025-11-24 19:01:03,315 - civicgit - INFO - Tabelas do banco de dados criadas com sucesso!
civicgit_api  | INFO:     Application startup complete.
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/api/deps.py'. Reloading...
civicgit_api  | INFO:     Shutting down
civicgit_api  | 2025-11-24 19:01:09,736 - civicgit - INFO - Encerrando CivicGit Backend...
civicgit_api  | INFO:     Waiting for application shutdown.
civicgit_api  | INFO:     Application shutdown complete.
civicgit_api  | INFO:     Finished server process [97]
civicgit_api  | INFO:     Started server process [98]
civicgit_api  | INFO:     Waiting for application startup.
civicgit_api  | 2025-11-24 19:01:11,436 - civicgit - INFO - Iniciando CivicGit Backend...
civicgit_api  | 2025-11-24 19:01:11,478 - civicgit - INFO - Tabelas do banco de dados criadas com sucesso!
civicgit_api  | INFO:     Application startup complete.
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/api/v1/endpoints/repositories.py'. Reloading...
civicgit_api  | INFO:     Shutting down
civicgit_api  | INFO:     Waiting for application shutdown.
civicgit_api  | 2025-11-24 19:01:16,494 - civicgit - INFO - Encerrando CivicGit Backend...
civicgit_api  | INFO:     Application shutdown complete.
civicgit_api  | INFO:     Finished server process [98]
civicgit_api  | INFO:     Started server process [99]
civicgit_api  | INFO:     Waiting for application startup.
civicgit_api  | 2025-11-24 19:01:18,369 - civicgit - INFO - Iniciando CivicGit Backend...
civicgit_api  | 2025-11-24 19:01:18,412 - civicgit - INFO - Tabelas do banco de dados criadas com sucesso!
civicgit_api  | INFO:     Application startup complete.
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/api/v1/endpoints/proposals.py'. Reloading...
civicgit_api  | INFO:     Shutting down
civicgit_api  | INFO:     Waiting for application shutdown.
civicgit_api  | 2025-11-24 19:01:22,428 - civicgit - INFO - Encerrando CivicGit Backend...
civicgit_api  | INFO:     Application shutdown complete.
civicgit_api  | INFO:     Finished server process [99]
civicgit_api  | INFO:     Started server process [100]
civicgit_api  | INFO:     Waiting for application startup.
civicgit_api  | 2025-11-24 19:01:24,304 - civicgit - INFO - Iniciando CivicGit Backend...
civicgit_api  | 2025-11-24 19:01:24,356 - civicgit - INFO - Tabelas do banco de dados criadas com sucesso!
civicgit_api  | INFO:     Application startup complete.
civicgit_api  | WARNING:  WatchFiles detected changes in 'app/api/v1/endpoints/issues.py'. Reloading...
civicgit_api  | INFO:     Shutting down
civicgit_api  | 2025-11-24 19:01:27,567 - civicgit - INFO - Encerrando CivicGit Backend...
civicgit_api  | INFO:     Waiting for application shutdown.
civicgit_api  | INFO:     Application shutdown complete.
civicgit_api  | INFO:     Finished server process [100]
civicgit_api  | INFO:     Started server process [101]
civicgit_api  | INFO:     Waiting for application startup.
civicgit_api  | 2025-11-24 19:01:29,451 - civicgit - INFO - Iniciando CivicGit Backend...
civicgit_api  | 2025-11-24 19:01:29,494 - civicgit - INFO - Tabelas do banco de dados criadas com sucesso!
civicgit_api  | INFO:     Application startup complete.
civicgit_api  | INFO:     172.19.0.1:47342 - "GET /health HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:47348 - "GET /health HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:47358 - "GET /health/db HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42356 - "OPTIONS /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42356 - "OPTIONS /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42358 - "OPTIONS /api/v1/voting/sessions/active HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42364 - "OPTIONS /api/v1/proposals?status=awaiting_review HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42370 - "OPTIONS /api/v1/proposals?status=discussion HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42380 - "OPTIONS /api/v1/proposals?status=threshold_reached HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42390 - "OPTIONS /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42358 - "OPTIONS /api/v1/voting/sessions/active HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42364 - "OPTIONS /api/v1/proposals?status=discussion HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42390 - "GET /api/v1/proposals?status=awaiting_review HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:42370 - "GET /api/v1/proposals?status=discussion HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:42358 - "GET /api/v1/proposals?status=threshold_reached HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:42390 - "GET /api/v1/proposals?status=discussion HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:42370 - "GET /api/v1/proposals?status=awaiting_review HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:42364 - "OPTIONS /api/v1/proposals/?status=discussion HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42358 - "GET /api/v1/proposals?status=threshold_reached HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:42390 - "OPTIONS /api/v1/proposals/?status=awaiting_review HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42364 - "OPTIONS /api/v1/proposals/?status=threshold_reached HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42370 - "OPTIONS /api/v1/proposals/?status=discussion HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42390 - "OPTIONS /api/v1/proposals/?status=awaiting_review HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42370 - "OPTIONS /api/v1/proposals/?status=threshold_reached HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42356 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42356 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42390 - "GET /api/v1/proposals/?status=threshold_reached HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42380 - "GET /api/v1/voting/sessions/active HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42364 - "GET /api/v1/proposals/?status=awaiting_review HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42358 - "GET /api/v1/proposals/?status=discussion HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42356 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42390 - "GET /api/v1/proposals/?status=threshold_reached HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42364 - "GET /api/v1/proposals/?status=awaiting_review HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42358 - "GET /api/v1/proposals/?status=discussion HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42380 - "GET /api/v1/voting/sessions/active HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42356 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42356 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42356 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42356 - "OPTIONS /api/v1/proposals HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42380 - "OPTIONS /api/v1/repositories HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42358 - "OPTIONS /api/v1/proposals HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42358 - "GET /api/v1/proposals HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:42380 - "GET /api/v1/repositories HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:42358 - "GET /api/v1/proposals HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:42380 - "GET /api/v1/repositories HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:42380 - "OPTIONS /api/v1/proposals/ HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:42358 - "OPTIONS /api/v1/repositories/ HTTP/1.1" 200 OK
